CustomerId,Surname,Geography,RowNumber,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
244aa6b0f61b8c3ed0416ff87f9b43c54783ae9618caff0ebb529c493c685b89,c2aa2599d4eea9b873792f204b5a266d8567d05e46acfab51280dbf4aa4afb28,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,11,528,Male,31,6,102016.72,2,0,0,80181.12,0
761db530840076230c43ade216514f85b561da8b3871584a740293d19a0217e5,915ea74ac01cd10ead5c48db510d6e1c53eb2875462590e327f5704f6c85265a,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,12,497,Male,24,3,0.0,2,1,0,76390.01,0
76986bfec4e844de85f47c837f6907b62081f8bdd44a9784bd820ff003ad020f,f3a38d6a63a8ad39d356d8949537e525e832bfd2ec466986b2f07e3a345ae696,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,13,476,Female,34,10,0.0,2,1,0,26260.98,0
c2f549eca3647d8686830b94f062baf3a05d59641a00de70323ad608a3236a77,0f9aa8a1d9d2cc8bb30ae4a668889dfbba363979b60b2c1ffcc73745dcc1afd9,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,14,549,Female,25,5,0.0,2,0,0,190857.79,0
0316b017bf375824774459c1f1d49773a9b94431371f3ac190606cb119d7f331,626928c4f868fb629afad5ef9afb1cd19f25b1f0f80924f3ae1dbe5a8f8b8471,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,15,635,Female,35,7,0.0,2,1,1,65951.65,0
d2015f4093f2720cb94898e05ba4101d7248a925b412cf0dafd8c98db61cd92d,8d770c7f0a77cdc8e92c878b80158891799f5b1a81d8e1db56e813da6abf7b03,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,16,616,Male,45,3,143129.41,2,0,1,64327.26,0
d48e0146599d084d97e2e2998448ed581279fb61eedb865598095f4606626fa2,8b66ab55ee2e5706e1613efda53cbac8268704dae32b42909489693dc5082091,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,17,653,Male,58,1,132602.88,1,1,0,5097.67,1
141f0f0f54035a86ab6ad5b790ed82c8c24c0fdf1538e1836abd36bfb396b482,70852077f763bf03432ec8d44396b6f8ad866e81f307656cd70b701129e73d10,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,18,549,Female,24,9,0.0,2,1,1,14406.41,0
53ca7a9e4130533ad232b37a3edc5d73ad0dfab696dd228562fdf084090dc379,08c55618a9a97c1c22b2d45c4c7476497c539dc177b3c2509bab2807f3335325,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,19,587,Male,45,6,0.0,1,0,0,158684.81,0
6ac94cd6d101347b5db609bc9c4e98fde436e0100b741b76eea85b38b17082d5,11c37e60e9124b0c55788eab3faf8955165c4d348fbff040200176e3beaa1778,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,20,726,Female,24,6,0.0,2,1,1,54724.03,0
ccb98abb8164c0f5ed8950b0702b73ea8fb2e3ca85f61f8a87ec905d59f3a2d0,597d0dd6aa15b00d9be09a8f5eb48649e84e12a3c9b671f50efa210e7ff0cbe5,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,21,732,Male,41,8,0.0,2,1,1,170886.17,0
ae00f01d415736c764a23df050903e689c707748b1b3dc17af1a50c562e5201c,4dcc9ebf12fd92e36ef699e84ff2be58305f048794a80719b885d231fc019535,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,22,636,Female,32,8,0.0,2,1,0,138555.46,0
471406546ed3929c67d5f0dbd0e1515f79cff5a635f6df7812503a36bb8e8df6,c1c83787ab3c08ea868c1521b1bc693b7600c62b316153fbd75f0c15b9c9032f,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,23,510,Female,38,4,0.0,1,1,0,118913.53,1
e0f0e8fe75182d5205bdf44dc6095fb0654882b675363968e958a4f306be8c9f,2341d459f0e93a9a8480e2d5483910361d400e99b8a2af40b3a796bf735c08ad,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,24,669,Male,46,3,0.0,2,0,1,8487.75,0
3fd6167afd33d0247c0e31cacb31a2cf9695627aa8d4da78637d466a81933e04,264705511825497cf4b8f94d940fa9240ac257959043ac115884f63721d64a30,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,25,846,Female,38,5,0.0,1,1,1,187616.16,0
1c41877732302fad183b07b84fc09bd4b6ff64cfd71d9b748eb21964d2671cd0,91902ece6c12b2b5f1f364c938d3348fa1e8a1b30a034a41470b8f3e339bdc15,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,26,577,Male,25,3,0.0,2,0,1,124508.29,0
f9f2d61eda63d9f6aa282c90e30d4f42bb4c30daf25c1b3d50aae57195e3ed22,548674f78c8db9628b4934f6bcf16eb53052bb00f38a66b8f454d7ea2f76c841,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,27,756,Male,36,2,136815.64,1,1,1,170041.95,0
e561c4ca49b02e2623ee88e0f36a1a7873226af3a65350b1352fad51bbde4dd1,e3ee7ce4a6e8b6f087fcbda3a0fbf4a6b192b9d843b13b9f5aba3f1bb485ac8d,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,28,571,Male,44,9,0.0,2,0,0,38433.35,0
f2326d4ef3b5a3b94d79399c068e60753d2d5fd1b509b52494dc773aa9b2d65e,2c56d70277fb3d0f65f9be737e1e181c1e77eb17bfc48873cb587de57d12767b,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,29,574,Female,43,3,141349.43,1,1,1,100187.43,0
5a0b6046d92743e9e7dd627a6d06f2c9188c468321769b50357af6a2bc87f58b,009355cc488e29b3e935d51879842b3062436a5e2911dfe8cf64b9fe0e288329,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,30,411,Male,29,0,59697.17,2,1,1,53483.21,0
c6a878b6b8fad1191f43f03c9454309f881321d419202e56cd1d003d9c87a582,ff0736176e74294beeb5daba79862f53c8ac7b4551006ced1f5b3c4873ef7ea9,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,31,591,Female,39,3,0.0,3,1,0,140469.38,1
3ce69d2248bf208bdb3a5538b69bfbce5cbbf0925f27c42d3931fd9ed7ae29c3,3802fbbec5a538156ad3b02c14945d6468e902bd085df9da8d8d05bde4c98124,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,32,533,Male,36,7,85311.7,1,0,1,156731.91,0
2c756abbc2446a4de8809182164eda6706f8f5c2f46db564e6e75dbf7991428c,ddbbbe2d00cfa09e0964daeba4d168e0ac7e1179feffab81282c60f06a5b8b25,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,33,553,Male,41,9,110112.54,2,0,0,81898.81,0
c79ec49e7838ff1c02a27ff3981fae67dfc682395d869a43b7ebf327f60a4797,1a24c2f761465d42012bf96a5a7f9964ee646186cb6747d4fc40504a8c7b2166,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,34,520,Female,42,6,0.0,2,1,1,34410.55,0
739d457dfa555dd0880e8142aae9ac0acf7945136f2951fbbcf852929e1dd90e,cc8bd9ab324bb6cfd064d039a0861ba5041fb781fa646620c332aa359bd32749,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,35,722,Female,29,9,0.0,2,1,1,142033.07,0
43925ffb66ed3797a3b34be416123610f93b73f6adcc52e8bdad95a4f1e2a484,7806dec1192a31fb9c0296595f7b2ec3ab1f9c64a0e14dfaa75f42bf8428d775,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,36,475,Female,45,0,134264.04,1,1,0,27822.99,1
1cc9b08e571f0065a1fd8ed3603f9b9389cb2a4579f87096d687c8f0a391be04,4d7b2cc54157ab5d6d894514924ebacdea5433898fde0ba516bc9c53e5a8f8a2,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,37,490,Male,31,3,145260.23,1,0,1,114066.77,0
33f0976214100acd78918b422e86ae47094bf180956173f177520fb26b96220e,114b25448d0a392be6f3f78d7f0f1f46fcb301244088ad2a229b685604606ff6,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,38,804,Male,33,7,76548.6,1,0,1,98453.45,0
afaa5b12567685650ad2a9489009afeeba78287bac5483e3aa4d4141d91f6b51,a77648960d8b715692f65754c07cf7336f9c6bcadc722108e15f37276bcfac2f,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,39,850,Male,36,7,0.0,1,1,1,40812.9,0
699843ef46326d24d726546fd52aca5abaa106ccc6222598a471077b187cbff4,3fae11bddd374e4966d61e5d9e154552e6772bdfaf6f87349e53403cd22f4fed,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,40,582,Male,41,6,70349.48,2,0,1,178074.04,0
6b66e53f3cd12425b4f1854283abc3e222433654cb68549fee94c4cb13b31971,5d0478fb14afb1c746cb31d1b9ecc8526dc02490b32dd8b247adf893c056b449,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,41,472,Male,40,4,0.0,1,1,0,70154.22,0
d4f248d94ed912cb074dbb2a0a8ae8dec53215d7965e6371231457c4d9e51d69,26242490d12dad98da5fb42b7cf6a3c245ea8264767ab9c40f14266cc26cf009,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,42,465,Female,51,8,122522.32,1,0,0,181297.65,1
fe4819305340c854c603873662875cdd879575e5ec93cdcafa845014108903b3,27ffa2479b8fbf30dfefe78bb515d1e024d44299b523bed0f5b9079e8f8fb004,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,43,556,Female,61,2,117419.35,1,1,1,94153.83,0
73804d4b04585ccee828ad09c12937e2e385df6ad1e3cd12918bf2664e06f28f,897fc10ff19d4b63917ff0db4ecc71dc53be64964455b1fb5f1bc89f32fa9e7e,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,44,834,Female,49,2,131394.56,1,0,0,194365.76,1
bfe2fa296cafcd683b3279c5420da5dc450877a0fcc8ce05912a3ea5a167de68,a35027cd1f68d952fad42602d912de2df5c784b98ccb2a054414e1fc9d785958,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,45,660,Female,61,5,155931.11,1,1,1,158338.39,0
4f28df6c0fd18e805e5a6c005376992ce20a2debb011057fd7431aa7dd8235f7,a435e2d26d33b5972b6638363c8dedb38f25166b363b273d7a59fe44975e49b0,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,46,776,Female,32,4,109421.13,2,1,1,126517.46,0
b9dbeaf7258c6f9b6e46f5d33ae11d54842f0cc8c15da2bf9c4df8a9a816ec64,39d3a2e969b3dec11478d65ecb96ee6066ebd98920c816df9de7d131d9c67d0c,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,47,829,Female,27,9,112045.67,1,1,1,119708.21,1
56a9eeda9939e54e522d976c06d9bf0e03426a9cf8aad676fab313c8edb02cc6,868c9de7a0e04c8797fbe1f4b0cefbdb19b114331060dacc871b9948f2a17960,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,48,637,Female,39,9,137843.8,1,1,1,117622.8,1
348a8915400cd95249e0cedb8e6385e7aeff44ea9a2cd2c34189e1cd10cf4da6,a0c4f3f697ca70575033752a711631daed4496e6da5f639ff6e17935429e8413,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,49,550,Male,38,2,103391.38,1,0,1,90878.13,0
35baaaf2ec126f5366155e211fc53488ccda0819ea38af5e4c741e1e5d272e0d,ba7683e5481a34ea2d0a0b5be153395b9f2179e325809dd21ebc45a467d83bc2,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,50,776,Female,37,2,103769.22,2,1,0,194099.12,0
7d25dd3cda0f6e3700ba1d98f170ac65c5f3b7563f05d38b2f599ec12c810d13,6f8bfff2e8550d2e404ad2e13290415d2d1f400908927ac0219325869f92366d,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,51,698,Male,44,10,116363.37,2,1,0,198059.16,0
3937da5285c48f8f12f04765a211f7465a176a9158d9261d67a63357655da274,2789d29ec4e1bdb4179afdfd25201e64e11a282eb4bc1ab8031d77c5c58ae40a,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,52,585,Male,36,5,146050.97,2,0,0,86424.57,0
03811db24932bac02f8095ca32fbfa66961a33a7580d1c5740c3af75dfa1ccd5,e6e624964c8327e453b3287bb23046e5b85cfabfab651ef8d68357cbd77a379a,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,53,788,Female,33,5,0.0,2,0,0,116978.19,0
43dc6a776e83a8e1201aacec085529bec8952f57cf894f1830fbe8b4920e9e78,6ae04125c13043866e5fc6a91f11dfa011d1df0f81eeb45f46b5dea726712056,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,54,655,Male,41,8,125561.97,1,0,0,164040.94,1
dc0824110f6ca5e9bc403960b341723aad688c98ca4e62095dd95aa4906a6a39,4d00662f2c2306ae80682bcc80afb305304df8f629cbbb994b6ec9dc7fba8761,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,55,601,Male,42,1,98495.72,1,1,0,40014.76,1
a53651d8d8950c48151a82e7e25738d6571f7bc15edac576963aa1ce29c89327,1527f7984e38b54cfe927db53be47d95301774a2dc7d0e720b206d2accd15aed,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,56,619,Male,43,1,125211.92,1,1,1,113410.49,0
77a96efdd65ac95069257f4df932322478caa9bed291fc2eb0d67d5e42c4feb3,cc98c0008c9a48f80a76afad99618f1ec73536385f61733fd055ec0ae076b49a,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,57,656,Male,45,5,127864.4,1,1,0,87107.57,0
ddea7b57127fc10b7647c90a0145c964b6b0a7f343f1b2e376c40532d4c74c1f,dc287b808254e6149325aa9f624a07a1bad01d3b1a2d4fc71c0df4d413ed1606,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,58,725,Male,19,0,75888.2,1,0,0,45613.75,0
2ba613c3cca3d06a8ba0a38e1a35387888b72de979d03c5aae6e2813cedd3ae8,410dc23706b1777c54749df5c0fb874ee4f7fff08df77a7c297e60cda146c0ca,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,59,511,Female,66,4,0.0,1,1,0,1643.11,1
c177287ea3ab8d6e7926eafbc4b322ca9aae1a3b7ecf7bda750767e631117907,4d9cb152f5d411984079cf58214208ee43c8e5681ef5836e4bcdf631f1d037d3,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,60,614,Male,51,4,40685.92,1,1,1,46775.28,0
f47642c03217cf30ec8f2c6ad4359f72c02d3c16b6273189898c270ff5d51797,680ce38047bf1f299d9f7e3956216b0ecc353171be36b86754c6f0442f702e23,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,61,742,Male,35,5,136857.0,1,0,0,84509.57,0
ae04c55354d75bd544326f8fb14b731731eb19d8a0ccd8d71fb3d4c968dc5a02,baa4941d577137bd09abfca4f9d82e2d8f43ac76cc9a53ac58006f5341ee541d,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,62,687,Female,27,9,152328.88,2,0,0,126494.82,0
72d9d8f4e00be7d17ff1de50256ca38c6ef7de8f5980e6b8486a0f17b468f0bb,d3970a7fa040d69cf67ac4db89d2aae51c6b4e3584478ab7205e1e9c5fddb1b7,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,63,555,Male,33,1,56084.69,2,0,0,178798.13,0
a60bcd5b9ea75237b11543f273adcfab5828ba64e9575bacff0fde70c336e5a0,76d615787a475c908fa5488d652397d251429a16719c78bc08ac0082dc8b3dd6,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,64,684,Male,56,8,78707.16,1,1,1,99398.36,0
4d1b86d674fe5b1e7192cf75b3c9d98141789902135a0faa5a67f3b2d939c9f6,502ae197407d7228d7b23234763529027e1da6a441301a6f6f405cdc62225208,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,65,603,Male,26,4,109166.37,1,1,1,92840.67,0
6dab68c7d5c3be989960e9605cf21dfef6a763c7e8f931e4c1c54924e6d5106a,67952e2d38d41d3eae32577226f9647eabab46ee1cb8b9ab0d1b43efcf78b6af,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,66,751,Female,36,6,169831.46,2,1,1,27758.36,0
05061811ccf21b20c2d2021e195eeb7a4d13c44a9f8b8622b3f22771d97588f5,7797f3b77e0ab7e4d23350f3ae666f137aba2041849bef43b6e2b33db231bbab,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,67,581,Female,34,1,101633.04,1,1,0,110431.51,0
449c0bce3241f016794a1a5b620ec434276a939ed2c62e19b48091b6d652b34a,fb088a251ab8a09b5357e4785db9723de4a70bb121ed0cf6f2a4c3b37738db0a,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,68,735,Male,43,10,123180.01,2,1,1,196673.28,0
42b3985da5274b4bc825991baa4f4fbd7b1f4f2ffb9c8be5d2d9782570137b44,b33664905d2cb63d1375a518d053742da27318342c08766bd7c3ac4a49b27b56,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,69,661,Female,35,5,150725.53,2,0,1,113656.85,0
08e448309678876ff1faaeb6b543a1f103d35201b789bec80891ad2cd8b37401,eefd960ce815ae7ef9f5edd3b59abab4d7836a97cc3d86ff426c84bb4dcb4da4,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,70,675,Female,21,8,98373.26,1,1,0,18203.0,0
8d3c22c498d3bd002f3b35ac6e3d3fec4ec19f672fa87b6e307702cefe517442,adf42162630ea3442d9d92f5783ce1e924a9136b0f496eaa0ad6fb5ef8e09c14,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,71,738,Male,58,2,133745.44,4,1,0,28373.86,1
f16dbd9bcf9c63efd97542a85db5e3e2a3465e43f16d341f36e075f553278e9b,b381ca57c6495645bd022f52182526b387f38ba92d5de8075e0e18e67b68e040,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,72,813,Male,29,6,0.0,1,1,0,33953.87,0
b5f0bf7d7f03136901ff4440dd1f22794644bc156f2103b0a4331a540ccc0c54,6301417622b439f567aa02275c61090b62bb0902747f1583311532b946dba990,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,73,657,Female,37,0,163607.18,1,0,1,44203.55,0
87e0cad13c1c323bab9c41209b7d91a0edec6c2dfb038316850973ec332a5180,babea4f80c4bcf1990b8a0e50fe4ae2a5140b82c190198f4433292ed8a42a5e4,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,74,604,Female,25,5,157780.84,2,1,1,58426.81,0
dfec4ac69f33cc6aaee99e9c1376744978a3ecf53878a5536993e113a8dc7ddb,b9e2cc6db3748fe66a615a9ea18ba86a23b709e70aa875170bddc26f4fc5b164,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,75,519,Male,36,9,0.0,2,0,1,145562.4,0
23822d0e913fb18a51a5a57f9023e3fc1b273e842bf754855f39b6b3e0931a93,deac5044fbafd9a32c3d3da4f3b7059c479c7ff35b0e9b8492642b6269037d7c,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,76,735,Female,21,1,178718.19,2,1,0,22388.0,0
22c2ef12063d0dc8ba74045f64b810e628ac14bfcfc23cdc775f75820b78cd1d,02f9033b0e22afc863c32ad664476ef373cef21fa6296d783d0f829c34777b25,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,77,664,Male,55,8,0.0,2,1,1,139161.64,0
ecf49298f6839ba729db8a6fe96207040d63f1e87e18895e901a19cc1160b8e6,9b9a8d05a7ec353bda84f9c1bb3178c299de3001b5e970508ddc889c487f92ca,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,78,678,Female,32,9,0.0,1,1,1,148210.64,0
1221b4435bac403c5266866d309a882804f259a79c7749d1962236398cb827a8,a9deae8d58e02e0127ad1f65bd5e49afad995eb1abf00e46d3ac06d978e671e1,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,79,757,Male,33,5,77253.22,1,0,1,194239.63,0
5de1c57eb88d5c493e3c3d71d8bb9358847ff19fba731900a92d23d13111e65c,8820b158645000602067f834bae6c1b6c242e15c7bbaa3fa073bfcb0a97cd217,80db4ccdca106d37b920206331fcfe3e9e50a9e763d89b54ce3ad5ac8cf30f03,80,416,Female,41,10,122189.66,2,1,0,98301.61,0
f3a82c468b58adede99b5d58e9027746e40a4ce42a9ac1cdd6800e19ffdd39fd,94f741af8699fe0a1e7ed33de9404a4bb9fa08d35a1041ac026e82c410e18adf,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,81,665,Female,34,1,96645.54,2,0,0,171413.66,0
71e1f77603f60da4c2e2a0d924af2ca75769a82c21881719a126a6cfb1f75725,1f43ca92e76ab25c659f0b29432e2f13776e044165ace94d718a3cfb20fb1c20,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,82,777,Female,32,2,0.0,1,1,0,136458.19,1
851329b5f02979f8c9e7e988f6a6edfa86d1f4605d301672c2307b562d137a09,2a41acacaddf03832450c109644dcb47679a5ce9fe9932ba0186f27896025752,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,83,543,Female,36,3,0.0,2,0,0,26019.59,0
26e8cd7f49523093b2c4a5fd866bb2dc0478aa413b4f3ec5207757797c820cc4,d68b25e44c8405dd2869ccba4bdbbfcb2b74c4ff63e8035d9e34b00e83b99f5b,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,84,506,Female,34,4,90307.62,1,1,1,159235.29,0
2a91ade8364e3c26dde82572cef9009f648a64527e628e915b3fe252a32f4f05,06be52cf28202b2c2db1cea31c7ffbf2be4db4dcb7577f0e26ab9db27643999f,7a1ca4ef7515f7276bae7230545829c27810c9d9e98ab2c06066bee6270d5153,85,493,Female,46,4,0.0,2,1,0,1907.66,0
32e5a1775fd11ce83131a19f83dba798294bea09fe2750b333d7b3345d11f31d,e4feb5ef2c805801c4ded0955c445477203b6da0c4247702e17821e91af7d676,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,86,652,Female,75,10,0.0,2,1,1,114675.75,0
a7cbae899af92e413dc93fa57f9140fed10f156da92dac6637cbcce2e3df71ec,03175c72245687ad475d191755b6d8046b6e609c5ead8d9398f3fae1dac346bb,8ef41e6f4b07432a0cb4eb7a8774e7a3878fd3e385f49aa09b406768467db228,87,750,Male,22,3,121681.82,1,1,0,128643.35,1
